"No.","Time","Source","Destination","Protocol","Length","Info"
"178","86.016137908","172.17.0.2","172.17.0.3","ICMP","98","Echo (ping) reply    id=0x0005, seq=299/11009, ttl=64 (request in 177)"
"179","87.040028554","172.17.0.3","172.17.0.2","ICMP","98","Echo (ping) request  id=0x0005, seq=300/11265, ttl=64 (reply in 180)"
"180","87.040061816","172.17.0.2","172.17.0.3","ICMP","98","Echo (ping) reply    id=0x0005, seq=300/11265, ttl=64 (request in 179)"
"181","88.064264786","172.17.0.3","172.17.0.2","ICMP","98","Echo (ping) request  id=0x0005, seq=301/11521, ttl=64 (reply in 182)"
"182","88.064349143","172.17.0.2","172.17.0.3","ICMP","98","Echo (ping) reply    id=0x0005, seq=301/11521, ttl=64 (request in 181)"
"183","88.160302062","02:42:ac:11:00:02","02:42:ac:11:00:03","ARP","42","Who has 172.17.0.3? Tell 172.17.0.2"
"184","88.160331247","02:42:ac:11:00:03","02:42:ac:11:00:02","ARP","42","172.17.0.3 is at 02:42:ac:11:00:03"
"185","89.088275393","172.17.0.3","172.17.0.2","ICMP","98","Echo (ping) request  id=0x0005, seq=302/11777, ttl=64 (reply in 186)"
"186","89.088332219","172.17.0.2","172.17.0.3","ICMP","98","Echo (ping) reply    id=0x0005, seq=302/11777, ttl=64 (request in 185)"
"187","90.112463742","172.17.0.3","172.17.0.2","ICMP","98","Echo (ping) request  id=0x0005, seq=303/12033, ttl=64 (reply in 188)"
"188","90.112506091","172.17.0.2","172.17.0.3","ICMP","98","Echo (ping) reply    id=0x0005, seq=303/12033, ttl=64 (request in 187)"
"189","91.136224601","172.17.0.3","172.17.0.2","ICMP","98","Echo (ping) request  id=0x0005, seq=304/12289, ttl=64 (reply in 190)"
"190","91.136282729","172.17.0.2","172.17.0.3","ICMP","98","Echo (ping) reply    id=0x0005, seq=304/12289, ttl=64 (request in 189)"
"191","92.160205969","172.17.0.3","172.17.0.2","ICMP","98","Echo (ping) request  id=0x0005, seq=305/12545, ttl=64 (reply in 192)"
"192","92.160284485","172.17.0.2","172.17.0.3","ICMP","98","Echo (ping) reply    id=0x0005, seq=305/12545, ttl=64 (request in 191)"
"193","93.184228149","172.17.0.3","172.17.0.2","ICMP","98","Echo (ping) request  id=0x0005, seq=306/12801, ttl=64 (reply in 194)"
"194","93.184304531","172.17.0.2","172.17.0.3","ICMP","98","Echo (ping) reply    id=0x0005, seq=306/12801, ttl=64 (request in 193)"
"195","94.212229752","172.17.0.3","172.17.0.2","ICMP","98","Echo (ping) request  id=0x0005, seq=307/13057, ttl=64 (reply in 196)"
